//Reference=MNI
//Wlodarski et al., 2016; friend > kin condition; affiliation
// Subjects=25		
-6	-56	6
-14	-48	8
-8	-56	10
10	-54	26
18	-48	8
-6	62	0
-6	42	-10
8	58	-10
-8	-22	64
-32	-32	60
12	-18	66
		
//Wagels et al., 2016; FG EX > FG IN; affiliation	
// Subjects=40		
44	-32	64
0	40	-8
38	-16	18
-22	-32	-14
-44	-74	44
12	-102	18
-60	-4	-22
-58	30	6
-8	-48	20
10	-34	54
2	-90	26
-42	-34	-10
-4	-38	42
-38	34	-18
-12	58	28
28	-18	-20
52	-4	-28
-38	-12	20
		
//Wagels et al., 2016; PG EX > FG IN; affiliation	
// Subjects=40		
34	-26	52
6	-34	54
18	-36	68
6	-42	40
0	-24	40
-44	-72	44
-46	32	-18
-56	30	6
0	62	24
-12	-82	-10
-68	-46	-12
-6	-76	34
40	-16	18
62	-14	-14
-62	-6	-14
-50	-10	-30
-22	22	44
-46	-16	-4
-12	-52	-18
34	36	-12
-2	34	-14
53	32	10
32	56	6
20	-80	-30
28	-54	-8
-4	46	8
		
//Wagels et al., 2016; PG EX > FG IN ∩ FG EX > FG IN (Conjunction); affiliation	
// Subjects=40		
36	-26	52
40	-16	18
-48	-72	40
-60	-4	-22
-58	30	6
10	-34	54
-2	34	-14
-8	-48	22
-4	-38	42
-38	34	-18
-22	-44	-22
		
//Wagels et al., 2016; PG EX > FG EX; affiliation
// Subjects=40		
42	-48	38
34	-62	40
24	-82	20
-10	-82	-10
24	18	52
2	24	42
10	16	30
18	46	28
-38	-50	38
4	-48	76
62	-50	-18
-28	-82	20
30	14	-2
18	0	16
-34	14	38
-64	-52	-12
-34	-70	-32
-31	16	-2
		
//Wagels et al., 2016; FG EX > PG EX; affiliation
// Subjects=40		
12	-104	2
-22	-98	6
		
//Miedl et al., 2016; Negative > neutral; affiliation
// Subjects=37		
48	-67	7
45	-28	-2
57	-37	4
-6	59	25
-3	59	13
9	56	19
-27	11	-11
-39	-13	-8
-3	-7	1
-45	-55	7
-51	-73	7
-42	-70	7
54	-34	19
66	-22	16
63	-37	13
39	-13	52
-54	-25	16
-57	-34	22
-57	-43	22
54	11	-26
48	-1	43
-57	-16	13
		
//Miedl et al., 2016; positive > neutral; affiliation	
// Subjects=37		
45	-64	4
0	59	4
12	56	7
3	32	7
-48	14	-35
		
//Miedl et al., 2016; positive > neutral and negative > neutral (conjunction analysis); affiliation	
// Subjects=37		
-3	59	16
-6	53	1
6	35	4
51	-67	4
-24	8	-11
		
//Filkowski et al., 2015; Attitude > Age; affiliation
// Subjects=59		
-10	40	48
-46	-64	26
56	-68	12
-48	26	2
54	30	-2
26	-82	-34
-2	-14	40
-6	-52	34
52	-6	-16
42	12	-36
-12	-8	16
		
//Filkowski et al., 2015; Trust > Age; affiliation
// Subjects=59		
-2	36	2
-50	-72	38
60	-58	24
-46	-28	-4
54	30	-2
-52	-4	-30
26	-82	-34
-6	-52	32
-2	-14	40
		
//Filkowski et al., 2015; Distrust > Age; affiliation	
// Subjects=59		
-44	-62	26
66	-44	26
-8	52	42
-48	-2	-36
24	-76	-36
54	30	-2
-42	-10	54
-2	-14	40
56	-6	52
56	-4	-16
52	10	-20
		
//Filkowski et al., 2015; Trust > Distrust; affiliation
// Subjects=59		
0	44	0
		
//Luo et al., 2015; social exclusion > social inclusion; affiliation
// Subjects=42		
50	32	-8
36	26	-6
42	18	40
-28	16	-16
-42	-54	28
-58	-18	-14
52	-20	-10
46	-48	24
2	46	32
14	32	24
-40	8	52
-6	-48	40
12	12	0
-20	14	12
-18	-84	-28
18	-78	-38
		
//Will et al., 2014;  Excluders > Includers; affiliation
// Subjects=26		
3	-6	30
-42	0	21
3	21	60
-48	-45	57
-54	-45	42
-57	-36	48
36	24	-18
30	21	-9
42	42	-18
